=== Resultados de búsqueda de hipertensión ===
Total de líneas analizadas: 95794
Total de líneas con hipertensión: 2050
Total de apariciones totales: 2129

Línea - Apariciones
Línea 80251: 1 vez(s)
Línea 80350: 1 vez(s)
Línea 80355: 1 vez(s)
Línea 80359: 1 vez(s)
Línea 80380: 1 vez(s)
Línea 80381: 1 vez(s)
Línea 80384: 2 vez(s)
Línea 80389: 1 vez(s)
Línea 80392: 1 vez(s)
Línea 80400: 1 vez(s)
Línea 80404: 1 vez(s)
Línea 80428: 1 vez(s)
Línea 80431: 1 vez(s)
Línea 80434: 1 vez(s)
Línea 80440: 1 vez(s)
Línea 80497: 1 vez(s)
Línea 80507: 1 vez(s)
Línea 80660: 1 vez(s)
Línea 80665: 1 vez(s)
Línea 80674: 1 vez(s)
Línea 80679: 1 vez(s)
Línea 80691: 1 vez(s)
Línea 80758: 1 vez(s)
Línea 80763: 1 vez(s)
Línea 80764: 1 vez(s)
Línea 80961: 1 vez(s)
Línea 80966: 1 vez(s)
Línea 80974: 1 vez(s)
Línea 81038: 1 vez(s)
Línea 81040: 1 vez(s)
Línea 81046: 1 vez(s)
Línea 81073: 1 vez(s)
Línea 81074: 1 vez(s)
Línea 81075: 1 vez(s)
Línea 81089: 1 vez(s)
Línea 81195: 1 vez(s)
Línea 81202: 1 vez(s)
Línea 81220: 1 vez(s)
Línea 81223: 1 vez(s)
Línea 81228: 1 vez(s)
Línea 81264: 1 vez(s)
Línea 81267: 1 vez(s)
Línea 81273: 1 vez(s)
Línea 81429: 1 vez(s)
Línea 81566: 1 vez(s)
Línea 81585: 1 vez(s)
Línea 81774: 1 vez(s)
Línea 81885: 1 vez(s)
Línea 81887: 1 vez(s)
Línea 81987: 1 vez(s)
Línea 81989: 1 vez(s)
Línea 81998: 1 vez(s)
Línea 82004: 1 vez(s)
Línea 82045: 1 vez(s)
Línea 82049: 1 vez(s)
Línea 82056: 1 vez(s)
Línea 82065: 1 vez(s)
Línea 82072: 1 vez(s)
Línea 82078: 1 vez(s)
Línea 82145: 1 vez(s)
Línea 82146: 1 vez(s)
Línea 82169: 1 vez(s)
Línea 82443: 1 vez(s)
Línea 82548: 1 vez(s)
Línea 82567: 1 vez(s)
Línea 82696: 1 vez(s)
Línea 82703: 1 vez(s)
Línea 82710: 1 vez(s)
Línea 82800: 1 vez(s)
Línea 82802: 1 vez(s)
Línea 82807: 1 vez(s)
Línea 82972: 1 vez(s)
Línea 82975: 1 vez(s)
Línea 82979: 1 vez(s)
Línea 82980: 2 vez(s)
Línea 83121: 1 vez(s)
Línea 83133: 1 vez(s)
Línea 83153: 1 vez(s)
Línea 83187: 1 vez(s)
Línea 83193: 1 vez(s)
Línea 83195: 1 vez(s)
Línea 83242: 1 vez(s)
Línea 83246: 1 vez(s)
Línea 83444: 1 vez(s)
Línea 83449: 1 vez(s)
Línea 83452: 1 vez(s)
Línea 83462: 2 vez(s)
Línea 83606: 1 vez(s)
Línea 83610: 1 vez(s)
Línea 83611: 1 vez(s)
Línea 83620: 1 vez(s)
Línea 83749: 1 vez(s)
Línea 83777: 1 vez(s)
Línea 83825: 1 vez(s)
Línea 84211: 1 vez(s)
Línea 84212: 1 vez(s)
Línea 84220: 1 vez(s)
Línea 84223: 1 vez(s)
Línea 84224: 1 vez(s)
Línea 84232: 1 vez(s)
Línea 84542: 1 vez(s)
Línea 84546: 1 vez(s)
Línea 84720: 1 vez(s)
Línea 84730: 1 vez(s)
Línea 84752: 1 vez(s)
Línea 84792: 1 vez(s)
Línea 84969: 1 vez(s)
Línea 84973: 1 vez(s)
Línea 84976: 1 vez(s)
Línea 84993: 1 vez(s)
Línea 85001: 1 vez(s)
Línea 85003: 1 vez(s)
Línea 85300: 1 vez(s)
Línea 85307: 1 vez(s)
Línea 85310: 1 vez(s)
Línea 85370: 1 vez(s)
Línea 85378: 1 vez(s)
Línea 85382: 1 vez(s)
Línea 85534: 1 vez(s)
Línea 85535: 1 vez(s)
Línea 85547: 1 vez(s)
Línea 85671: 1 vez(s)
Línea 85677: 1 vez(s)
Línea 85683: 1 vez(s)
Línea 85697: 1 vez(s)
Línea 85710: 1 vez(s)
Línea 85739: 1 vez(s)
Línea 85748: 1 vez(s)
Línea 85754: 1 vez(s)
Línea 85808: 1 vez(s)
Línea 85818: 1 vez(s)
Línea 85831: 1 vez(s)
Línea 85887: 1 vez(s)
Línea 85888: 1 vez(s)
Línea 85895: 1 vez(s)
Línea 85896: 1 vez(s)
Línea 85901: 2 vez(s)
Línea 86041: 1 vez(s)
Línea 86050: 1 vez(s)
Línea 86061: 1 vez(s)
Línea 86101: 1 vez(s)
Línea 86114: 1 vez(s)
Línea 86115: 1 vez(s)
Línea 86141: 2 vez(s)
Línea 86294: 1 vez(s)
Línea 86300: 1 vez(s)
Línea 86522: 1 vez(s)
Línea 86526: 1 vez(s)
Línea 86534: 1 vez(s)
Línea 86552: 1 vez(s)
Línea 86555: 1 vez(s)
Línea 86561: 1 vez(s)
Línea 86573: 1 vez(s)
Línea 86578: 1 vez(s)
Línea 86583: 1 vez(s)
Línea 86830: 1 vez(s)
Línea 86971: 1 vez(s)
Línea 86979: 1 vez(s)
Línea 86982: 1 vez(s)
Línea 87143: 1 vez(s)
Línea 87149: 1 vez(s)
Línea 87158: 1 vez(s)
Línea 87173: 1 vez(s)
Línea 87179: 1 vez(s)
Línea 87185: 1 vez(s)
Línea 87342: 1 vez(s)
Línea 87349: 1 vez(s)
Línea 87356: 1 vez(s)
Línea 87470: 1 vez(s)
Línea 87505: 1 vez(s)
Línea 87519: 1 vez(s)
Línea 87877: 1 vez(s)
Línea 87880: 1 vez(s)
Línea 87883: 1 vez(s)
Línea 88012: 1 vez(s)
Línea 88014: 1 vez(s)
Línea 88022: 1 vez(s)
Línea 88028: 1 vez(s)
Línea 88174: 1 vez(s)
Línea 88176: 1 vez(s)
Línea 88209: 1 vez(s)
Línea 88219: 1 vez(s)
Línea 88270: 1 vez(s)
Línea 88273: 1 vez(s)
Línea 88282: 1 vez(s)
Línea 88283: 1 vez(s)
Línea 88294: 1 vez(s)
Línea 88295: 1 vez(s)
Línea 88307: 2 vez(s)
Línea 88320: 1 vez(s)
Línea 88325: 1 vez(s)
Línea 88332: 1 vez(s)
Línea 88386: 1 vez(s)
Línea 88388: 1 vez(s)
Línea 88391: 1 vez(s)
Línea 88412: 1 vez(s)
Línea 88421: 1 vez(s)
Línea 88719: 1 vez(s)
Línea 88721: 1 vez(s)
Línea 88814: 1 vez(s)
Línea 88818: 1 vez(s)
Línea 88821: 1 vez(s)
Línea 89106: 1 vez(s)
Línea 89107: 1 vez(s)
Línea 89115: 1 vez(s)
Línea 89174: 1 vez(s)
Línea 89218: 1 vez(s)
Línea 89221: 1 vez(s)
Línea 89227: 1 vez(s)
Línea 89277: 1 vez(s)
Línea 89282: 1 vez(s)
Línea 89286: 1 vez(s)
Línea 89588: 1 vez(s)
Línea 89590: 1 vez(s)
Línea 89595: 1 vez(s)
Línea 89948: 1 vez(s)
Línea 89954: 1 vez(s)
Línea 89959: 1 vez(s)
Línea 90095: 1 vez(s)
Línea 90101: 1 vez(s)
Línea 90106: 1 vez(s)
Línea 90225: 1 vez(s)
Línea 90231: 1 vez(s)
Línea 90239: 1 vez(s)
Línea 90398: 1 vez(s)
Línea 90399: 1 vez(s)
Línea 90403: 1 vez(s)
Línea 90414: 1 vez(s)
Línea 90630: 1 vez(s)
Línea 90632: 1 vez(s)
Línea 90637: 2 vez(s)
Línea 90746: 1 vez(s)
Línea 90945: 1 vez(s)
Línea 90953: 1 vez(s)
Línea 90963: 1 vez(s)
Línea 91144: 1 vez(s)
Línea 91154: 1 vez(s)
Línea 91163: 1 vez(s)
Línea 91541: 1 vez(s)
Línea 91550: 1 vez(s)
Línea 91552: 1 vez(s)
Línea 91610: 1 vez(s)
Línea 91616: 1 vez(s)
Línea 91619: 1 vez(s)
Línea 91765: 1 vez(s)
Línea 91772: 1 vez(s)
Línea 91841: 1 vez(s)
Línea 91844: 1 vez(s)
Línea 92026: 1 vez(s)
Línea 92029: 1 vez(s)
Línea 92112: 1 vez(s)
Línea 92115: 1 vez(s)
Línea 92131: 1 vez(s)
Línea 92159: 1 vez(s)
Línea 92169: 1 vez(s)
Línea 92175: 1 vez(s)
Línea 92190: 1 vez(s)
Línea 92214: 1 vez(s)
Línea 92228: 1 vez(s)
Línea 92402: 1 vez(s)
Línea 92408: 1 vez(s)
Línea 92650: 1 vez(s)
Línea 92652: 1 vez(s)
Línea 92665: 1 vez(s)
Línea 92706: 1 vez(s)
Línea 92710: 1 vez(s)
Línea 92714: 1 vez(s)
Línea 92957: 1 vez(s)
Línea 92959: 1 vez(s)
Línea 92963: 1 vez(s)
Línea 93001: 1 vez(s)
Línea 93008: 1 vez(s)
Línea 93017: 1 vez(s)
Línea 93052: 1 vez(s)
Línea 93059: 1 vez(s)
Línea 93065: 1 vez(s)
Línea 93131: 1 vez(s)
Línea 93211: 1 vez(s)
Línea 93215: 1 vez(s)
Línea 93217: 1 vez(s)
Línea 93433: 1 vez(s)
Línea 93437: 1 vez(s)
Línea 93444: 1 vez(s)
Línea 93447: 1 vez(s)
Línea 93462: 1 vez(s)
Línea 93503: 1 vez(s)
Línea 93699: 1 vez(s)
Línea 93703: 1 vez(s)
Línea 93707: 1 vez(s)
Línea 93733: 1 vez(s)
Línea 93737: 1 vez(s)
Línea 93820: 1 vez(s)
Línea 93847: 1 vez(s)
Línea 93866: 1 vez(s)
Línea 93914: 1 vez(s)
Línea 93930: 1 vez(s)
Línea 93946: 1 vez(s)
Línea 93948: 1 vez(s)
Línea 93952: 1 vez(s)
Línea 94355: 1 vez(s)
Línea 94358: 1 vez(s)
Línea 94359: 1 vez(s)
Línea 94552: 1 vez(s)
Línea 94557: 1 vez(s)
Línea 94859: 1 vez(s)
Línea 94868: 1 vez(s)
Línea 95024: 1 vez(s)
Línea 95027: 1 vez(s)
Línea 95030: 1 vez(s)
Línea 95032: 1 vez(s)
Línea 95039: 1 vez(s)
Línea 95084: 1 vez(s)
Línea 95092: 1 vez(s)
Línea 95093: 1 vez(s)
Línea 95098: 1 vez(s)
Línea 95286: 1 vez(s)
Línea 95291: 1 vez(s)
Línea 95296: 1 vez(s)
Línea 95531: 1 vez(s)
Línea 95534: 1 vez(s)
Línea 95541: 1 vez(s)
Línea 95677: 1 vez(s)
Línea 95682: 1 vez(s)
